Id,AthleteId,RecruitType,Year,Ranking,Name,School,CommittedTo,Position,Height,Weight,Stars,Rating,City,StateProvince,Country,HometownInfo Latitude,HometownInfo Longitude,HometownInfo FipsCode
63272,4430073.0,HighSchool,2020,1706.0,Devin Chandler,William Amos Hough,Wisconsin,WR,72.0,171.0,3,0.8316,Cornelius,NC,USA,35.4817982,-80.8589501,37119.0
63273,4430976.0,HighSchool,2020,1707.0,Chancellor Bright,Knoxville Catholic,Marshall,WR,73.0,180.0,3,0.8316,Knoxville,TN,USA,35.9603948,-83.9210261,47093.0
75054,unknown,HighSchool,2020,1708.0,Brandon Lane,St. Michael the Archangel Catholic,South Dakota State,SDE,77.0,265.0,3,0.8315,Lees Summit,MO,USA,38.9107156,-94.3821295,29095.0
63275,4697743.0,HighSchool,2020,1709.0,Shontrail Key,Morgan Park,Arizona,DT,79.0,250.0,3,0.8315,Chicago,IL,USA,41.8755616,-87.6244212,17031.0
63276,unknown,HighSchool,2020,1710.0,Jaylen Clausell,Pine Forest,unknown,WDE,75.0,205.0,3,0.8315,Pensacola,FL,USA,30.421309,-87.2169149,12033.0
63277,unknown,HighSchool,2020,1711.0,Quinton Cage,Archbishop Rummel,Nicholls,S,70.0,185.0,3,0.8315,Metairie,LA,USA,30.001852,-90.1767149159888,22051.0
63278,unknown,HighSchool,2020,1712.0,Adam Karas,Pomona,Air Force,OT,77.0,272.0,3,0.8315,Arvada,CO,USA,39.8211225,-105.22074299044588,8059.0
63279,unknown,HighSchool,2020,1713.0,Joshua Wiley,River Rouge,unknown,S,74.0,195.0,3,0.8315,Detroit,MI,USA,42.3315509,-83.0466403,26163.0
63280,4431165.0,HighSchool,2020,1714.0,Giacomo Iraci,Brother Rice,Western Michigan,S,74.0,175.0,3,0.8315,Oak Lawn,IL,USA,41.7108662,-87.7581081,17031.0
63281,4689805.0,HighSchool,2020,1715.0,Jackson Powell,Buford,Army,WDE,74.0,220.0,3,0.8315,Buford,GA,USA,34.1206564,-84.0043513,13135.0
63282,unknown,HighSchool,2020,1716.0,Markeice Warner,Ballard,unknown,RB,70.0,205.0,3,0.8315,Louisville,KY,USA,38.2542376,-85.759407,21111.0
63283,unknown,HighSchool,2020,1717.0,Andre Stringfield,Northwestern,unknown,RB,68.0,160.0,3,0.8315,Miami,FL,USA,25.7742658,-80.1936589,12086.0
63284,unknown,HighSchool,2020,1718.0,AJ Hamilton,Dunnellon,South Florida,CB,69.6,161.0,3,0.8315,Dunnellon,FL,USA,29.0491426,-82.4609331,12083.0
63285,unknown,HighSchool,2020,1719.0,Chuck Smith,North Gwinnett,Wofford,SDE,74.0,245.0,3,0.8315,Suwanee,GA,USA,34.0514898,-84.0712997,13135.0
63286,unknown,HighSchool,2020,1720.0,Ty French,Colquitt County,unknown,OLB,75.0,220.0,3,0.8315,Moultrie,GA,USA,31.179998,-83.7887928,13071.0
63287,4567900.0,HighSchool,2020,1721.0,Ugonna Nnanna,Seguin,Houston,OT,76.0,265.0,3,0.8315,Arlington,TX,USA,32.701939,-97.105623790337,48439.0
63288,4606712.0,HighSchool,2020,1722.0,Armaj Adams-Reed,DeSoto,Kansas,OT,77.0,350.0,3,0.8315,DeSoto,TX,USA,32.6061241,-96.865612653687,48113.0
63289,4566346.0,HighSchool,2020,1723.0,Dakota White,Katy,Louisiana Tech,OG,75.0,280.0,3,0.8315,Katy,TX,USA,29.7857853,-95.8243956,48157.0
63290,4608447.0,HighSchool,2020,1724.0,Marquese Allen-Patmon,Lincoln,Nevada,ATH,74.0,180.0,3,0.8315,San Diego,CA,USA,32.7174209,-117.1627714,6073.0
63291,4607451.0,HighSchool,2020,1725.0,Luke Marion,Tualatin,Utah State,S,72.0,185.0,3,0.8315,Tualatin,OR,USA,45.3838546,-122.7663518,41067.0
63292,unknown,HighSchool,2020,1726.0,JT Towers,Joe T. Robinson,Arkansas,ILB,76.0,210.0,3,0.8315,Little Rock,AR,USA,34.7464809,-92.2895948,5119.0
63293,4431006.0,HighSchool,2020,1727.0,Caelen Carson,North Point,Wake Forest,CB,72.0,175.0,3,0.8315,Waldorf,MD,USA,38.6263882,-76.9106581,24017.0
75055,unknown,HighSchool,2020,1728.0,Hadley Panzer,Lakin,Kansas State,OC,75.0,295.0,3,0.8315,Lakin,KS,USA,37.9405751,-101.2548921,20093.0
63295,4431356.0,HighSchool,2020,1729.0,Ra'Mello Dotson,Mainland,Kansas,CB,73.0,170.0,3,0.8315,Daytona Beach,FL,USA,29.2108147,-81.0228331,12127.0
75056,unknown,HighSchool,2020,1730.0,Richard Agyekum,Netherlands,unknown,ATH,69.0,155.0,3,0.8314,unknown,unknown,NETH,unknown,unknown,unknown
63297,unknown,HighSchool,2020,1731.0,Adam Chaney,Saraland,unknown,ILB,73.0,227.0,3,0.8314,Saraland,AL,USA,30.820742,-88.0705556,1097.0
63298,4566164.0,HighSchool,2020,1732.0,Jack Olsen,Wheaton Warrenville South,Michigan State,K,71.0,170.0,3,0.8309,Wheaton,IL,USA,41.8646959,-88.1101709,17043.0
63299,4613019.0,HighSchool,2020,1733.0,Tahjay Moore,New Brunswick,Rutgers,WDE,78.0,220.0,3,0.8309,New Brunswick,NJ,USA,40.4862174,-74.4518173,34023.0
63300,4567736.0,HighSchool,2020,1734.0,Taji Hudson,Cedartown,East Carolina,DUAL,75.0,185.0,3,0.8309,Cedartown,GA,USA,34.0124425,-85.2559398,13233.0
63301,4572266.0,HighSchool,2020,1735.0,Tyrik McDaniel,Dutch Fork,Old Dominion,ATH,73.0,184.0,3,0.8309,Irmo,SC,USA,34.08846885,-81.18021121302588,45063.0
63302,4432331.0,HighSchool,2020,1736.0,Riley Keller,Whitmer,Bowling Green,PRO,73.5,210.0,3,0.8308,Toledo,OH,USA,41.6786754,-83.5127283,39095.0
63303,4429732.0,HighSchool,2020,1737.0,Connor Finucane,Catholic,Army,OG,75.0,270.0,3,0.8308,Baton Rouge,LA,USA,30.4459596,-91.18738,22033.0
63304,4690115.0,HighSchool,2020,1738.0,Davonte Brown,American Heritage,UCF,CB,73.0,160.0,3,0.8307,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
63305,4566086.0,HighSchool,2020,1739.0,Justin Abraham,Hartsville,Georgia State,ILB,73.0,233.0,3,0.8307,Hartsville,SC,USA,34.3740431,-80.0734005,45031.0
63306,4433828.0,HighSchool,2020,1740.0,Khalan Griffin,Chapel Hill,Rice,ATH,70.0,190.0,3,0.8307,Tyler,TX,USA,32.3512601,-95.3010624,48423.0
75057,4429229.0,HighSchool,2020,1741.0,Kyle Arnoldi,Walled Lake Northern,Western Michigan,OG,74.0,271.0,3,0.8305,Commerce Township,MI,USA,42.56945925,-83.49968284223547,26125.0
63308,4569654.0,HighSchool,2020,1742.0,Bryan Massey,Katy,SMU,CB,70.0,178.0,3,0.8305,Katy,TX,USA,29.7857853,-95.8243956,48157.0
63309,4429794.0,HighSchool,2020,1743.0,Bruce Garrett,Pleasant Grove,BYU,RB,70.0,190.0,3,0.8305,Texarkana,TX,USA,33.44628645,-94.07638067493534,48037.0
63310,unknown,HighSchool,2020,1744.0,Ralph Donaldson,Wylie E. Groves,Navy,S,71.5,191.0,3,0.8305,Franklin,MI,USA,42.5222567,-83.3060432,26125.0
63311,unknown,HighSchool,2020,1745.0,Lincoln Tuioti-Mariner,Bishop Gorman,Air Force,S,73.0,203.0,3,0.8305,Las Vegas,NV,USA,36.1672559,-115.1485163,32003.0
63312,unknown,HighSchool,2020,1746.0,Tyree Nelson,Mays,unknown,RB,70.0,195.0,3,0.8305,Atlanta,GA,USA,33.7490987,-84.3901849,13121.0
63313,unknown,HighSchool,2020,1747.0,Michael Holmes,Camden County,unknown,CB,72.0,180.0,3,0.8305,Kingsland,GA,USA,30.7999563,-81.6898261,13039.0
63314,4613113.0,HighSchool,2020,1748.0,Davon Martin,Edgewater,Middle Tennessee,CB,73.0,185.0,3,0.8305,Orlando,FL,USA,28.5421109,-81.3790304,12095.0
63315,4686273.0,HighSchool,2020,1749.0,Quinyon Mitchell,Williston,Toledo,CB,73.0,175.0,3,0.8305,Williston,FL,USA,29.3880028,-82.4481694,12075.0
63316,4432553.0,HighSchool,2020,1750.0,Micah Soliai Howlett,Kahuku,Hawai'i,OG,75.0,310.0,3,0.8302,Kahuku,HI,USA,21.679124,-157.94838,15003.0
63317,4431667.0,HighSchool,2020,1751.0,Darius Edmonds,Atascocita,Houston,TE,76.0,205.0,3,0.8302,Humble,TX,USA,29.9988312,-95.2621553,48201.0
63318,unknown,HighSchool,2020,1752.0,Levontae Camiel,Columbia,South Florida,OLB,73.0,200.0,3,0.8302,Lake City,FL,USA,30.1896756,-82.6392899,12023.0
63319,4687468.0,HighSchool,2020,1753.0,Josh Wilson,Corner Canyon,BYU,ILB,72.0,210.0,3,0.8302,Draper,UT,USA,40.5246711,-111.8638226,49035.0
63320,4430416.0,HighSchool,2020,1754.0,Dahlin Mesake,Bishop Gorman,Utah State,OLB,75.0,230.0,3,0.8302,Las Vegas,NV,USA,36.1672559,-115.1485163,32003.0
63321,4430926.0,HighSchool,2020,1755.0,Brian Battie,Sarasota,South Florida,RB,66.0,170.0,3,0.8302,Sarasota,FL,USA,27.3364347,-82.5306527,12115.0
63322,4685948.0,HighSchool,2020,1756.0,Shon Brown,Clover,Coastal Carolina,OLB,74.0,220.0,3,0.8302,Clover,SC,USA,44.0380716,-87.7016818,55071.0
63323,unknown,HighSchool,2020,1757.0,Chris Hightower,Little Rock Christian Academy,Central Arkansas,ATH,72.0,186.0,3,0.8302,Little Rock,AR,USA,34.7464809,-92.2895948,5119.0
63324,4566191.0,HighSchool,2020,1758.0,Shawn Collins,Montclair,Rutgers,TE,77.0,205.0,3,0.8301,Montclair,NJ,USA,40.8164458,-74.2210643,34013.0
75058,4571479.0,HighSchool,2020,1759.0,Da'Quan Johnson,Flomaton,Duke,ATH,72.0,190.0,3,0.8301,Flomaton,AL,USA,31.000182,-87.2608071,1053.0
63326,unknown,HighSchool,2020,1760.0,Codey Martin,Hoover,South Alabama,CB,69.0,166.0,3,0.8301,Hoover,AL,USA,33.3848933,-86.8070484,1073.0
63327,unknown,HighSchool,2020,1761.0,Randy Anderson,Lafayette,unknown,ATH,71.0,171.0,3,0.8301,Oxford,MS,USA,34.3664127,-89.5187664,28071.0
75059,unknown,HighSchool,2020,1762.0,Weston Wallace,Gatewood School,unknown,OT,76.0,341.0,3,0.8301,Eatonton,GA,USA,33.3267997,-83.3884961,13237.0
63329,4605926.0,HighSchool,2020,1763.0,James Shellman,Islands,Middle Tennessee,ATH,73.0,170.0,3,0.8301,Savannah,GA,USA,32.0809263,-81.0911768,13051.0
63330,4565460.0,HighSchool,2020,1764.0,Jaycob Horn,Tupelo,Texas State,WR,73.0,205.0,3,0.8301,Tupelo,MS,USA,34.2576067,-88.7033859,28081.0
75060,4610394.0,HighSchool,2020,1765.0,Jackson Satterwhite,Miami,Kansas,OT,77.0,285.0,3,0.8301,Miami,OK,USA,36.8746177,-94.877374,40115.0
75061,4690037.0,HighSchool,2020,1766.0,Jaylon Beasley,Denmark,Troy,OLB,72.0,178.0,3,0.83,Duluth,GA,USA,34.0028569,-84.1441046,13135.0
63333,unknown,HighSchool,2020,1767.0,Tuipulotu Lai,Lahainaluna,BYU,SDE,75.0,280.0,3,0.8299,Lahaina,HI,USA,20.8738769,-156.6776784,15009.0
63334,unknown,HighSchool,2020,1768.0,Latrez Shelton,Cardinal Ritter College Prep,South Dakota,CB,73.0,170.0,3,0.8299,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
63335,4685970.0,HighSchool,2020,1769.0,Kenneth Harris,Caldwell Parish,Arkansas State,CB,71.0,168.0,3,0.8299,Columbia,LA,USA,32.1052,-92.0779,45079.0
63336,unknown,HighSchool,2020,1770.0,Tyler Huenemann,Mt. Pleasant Senior,Harvard,WDE,75.0,250.0,3,0.8299,Mount Pleasant,MI,USA,43.597646,-84.7668495,26073.0
63337,unknown,HighSchool,2020,1771.0,Mark Ard Jr.,Santa Margarita Catholic,unknown,CB,72.0,169.0,3,0.8299,Rancho Santa Margarita,CA,USA,33.6408845,-117.6029341,6059.0
63338,unknown,HighSchool,2020,1772.0,Jalen Hodo,Poteet,Air Force,S,72.0,175.0,3,0.8299,Mesquite,TX,USA,32.7666103,-96.599472,48113.0
63339,unknown,HighSchool,2020,1773.0,Marcus Libman,Pinnacle,Columbia,WR,73.0,185.0,3,0.8299,Phoenix,AZ,USA,33.4484367,-112.0741417,4013.0
63340,unknown,HighSchool,2020,1774.0,Brocton Blair,Huntington,unknown,ILB,72.5,232.0,3,0.8299,Huntington,WV,USA,38.4192496,-82.445154,54011.0
63341,unknown,HighSchool,2020,1775.0,Mike Chandler,Judson,unknown,ATH,72.0,185.0,3,0.8299,Converse,TX,USA,29.5180081,-98.3161241,48029.0
63342,unknown,HighSchool,2020,1776.0,Ayden Howard,Bishop Lynch,Villanova,DT,75.0,272.0,3,0.8299,Dallas,TX,USA,32.7762719,-96.7968559,48113.0
75062,unknown,HighSchool,2020,1777.0,Thai Chiaokhiao-Bowman,Robbinsdale Armstrong,unknown,WR,72.0,180.0,3,0.8299,Minneapolis,MN,USA,44.9772995,-93.2654692,27053.0
75063,unknown,HighSchool,2020,1778.0,Semaj Brown,Morgan Park Academy,Albany,S,74.0,185.0,3,0.8299,Calumet City,IL,USA,41.616016,-87.5295837,17031.0
63345,4686848.0,HighSchool,2020,1779.0,Andy Peters,Timberline,Boise State,PRO,75.0,200.0,3,0.8299,Boise,ID,USA,43.6166163,-116.200886,16001.0
63346,unknown,HighSchool,2020,1780.0,Jayden Davis,Bishop O'Dowd,unknown,S,74.0,185.0,3,0.8299,Oakland,CA,USA,37.8044557,-122.2713563,6001.0
63347,unknown,HighSchool,2020,1781.0,Ryan Ives,Manatee,Air Force,SDE,75.0,240.0,3,0.8299,Bradenton,FL,USA,27.4989278,-82.5748194,12081.0
63348,4248774.0,HighSchool,2020,1782.0,Devon King,South Point,unknown,S,72.0,182.0,3,0.8299,Belmont,NC,USA,35.2438272,-81.0377322,37071.0
63349,unknown,HighSchool,2020,1783.0,Corey Warren,Pearl River,Nicholls,RB,69.0,206.0,3,0.8299,Pearl River,LA,USA,30.3760263,-89.7483974,36087.0
63350,unknown,HighSchool,2020,1784.0,Warren Robinson,Fort Bend Marshall,unknown,OLB,74.0,236.0,3,0.8299,Missouri City,TX,USA,29.6185669,-95.5377215,48157.0
63351,unknown,HighSchool,2020,1785.0,Jose Gonzalez,Strawberry Crest,unknown,OT,81.0,320.0,3,0.8299,Dover,FL,USA,27.99439345,-82.22171105983051,12057.0
63352,unknown,HighSchool,2020,1786.0,LeRodrick James,Gibbs,unknown,ATH,75.0,190.0,3,0.8299,Saint Petersburg,FL,USA,27.7703796,-82.6695085,12103.0
63353,unknown,HighSchool,2020,1787.0,Agelu Nunu,Union County,unknown,DT,72.0,344.0,3,0.8299,Lake Butler,FL,USA,30.0227391,-82.3395574,12125.0
63354,unknown,HighSchool,2020,1788.0,Keishon Porter,Southwest Edgecombe,unknown,WR,76.0,185.0,3,0.8299,Pinetops,NC,USA,35.7884908,-77.6377521,37065.0
63355,unknown,HighSchool,2020,1789.0,Carlos Allen Jr.,Douglass,Kennesaw State,DT,71.0,291.0,3,0.8299,Loganville,GA,USA,33.8389977,-83.9007382,13297.0
63356,unknown,HighSchool,2020,1790.0,Jaquarius Guinn,Clover,unknown,SDE,75.0,270.0,3,0.8299,Clover,SC,USA,44.0380716,-87.7016818,55071.0
63357,unknown,HighSchool,2020,1791.0,Anthony Williams III,Paramount,unknown,WR,69.0,144.0,3,0.8299,Paramount,CA,USA,33.898917,-118.171005,6037.0
63358,4686838.0,HighSchool,2020,1792.0,James Phillips,Ursuline,Western Michigan,TE,74.0,235.0,3,0.8299,Youngstown,OH,USA,41.1035786,-80.6520161,39099.0
63359,unknown,HighSchool,2020,1793.0,Nate Smith,Hillsboro,Eastern Washington,TE,78.0,210.0,3,0.8298,Hillsboro,OR,USA,45.5228939,-122.989827,41067.0
63360,unknown,HighSchool,2020,1794.0,Richard Kennewell,Clackamas,unknown,WR,75.0,185.0,3,0.8298,Clackamas,OR,USA,45.4103887,-122.5660663,41005.0
63361,unknown,HighSchool,2020,1795.0,Taliq Brown,Murrieta Valley,unknown,WR,70.0,160.0,3,0.8298,Murrieta,CA,USA,33.577752399999994,-117.18845420205308,6065.0
63362,unknown,HighSchool,2020,1796.0,Ethan Rodriguez,Bishop Amat,Cal Poly,SDE,76.0,240.0,3,0.8298,La Puente,CA,USA,34.01979,-117.9503677,6037.0
63363,unknown,HighSchool,2020,1797.0,Mitchell Bothwell,All Saints Episcopal,Villanova,TE,76.0,230.0,3,0.8298,Fort Worth,TX,USA,32.753177,-97.3327459,48439.0
63364,4605856.0,HighSchool,2020,1798.0,Donta Armstrong,Zebulon B. Vance,Charlotte,TE,76.0,245.0,3,0.8298,Charlotte,NC,USA,35.2272,-80.843083,37119.0
63365,unknown,HighSchool,2020,1799.0,Chandler Fincher,Corona Del Mar,Arizona State,CB,72.0,175.0,3,0.8298,Newport Beach,CA,USA,33.6170092,-117.9294401,6059.0
63366,unknown,HighSchool,2020,1800.0,Giovanni Davis,Dr Michael M. Krop,UT Martin,WDE,75.0,230.0,3,0.8298,Miami,FL,USA,25.7742658,-80.1936589,12086.0
63367,unknown,HighSchool,2020,1801.0,Anwar Sparrow,Salem,unknown,ILB,73.0,215.0,3,0.8298,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810.0
63368,unknown,HighSchool,2020,1802.0,Jakobe Quillen,Wilson,unknown,WR,75.0,190.0,3,0.8298,Florence,SC,USA,34.1984435,-79.7671658,45041.0
63369,unknown,HighSchool,2020,1803.0,Jy Tolen,Gilbert,unknown,PRO,71.0,188.0,3,0.8298,Gilbert,SC,USA,47.488909,-92.4652,27137.0
63370,unknown,HighSchool,2020,1804.0,Nick Bagashvili,Tottenville,unknown,DT,75.0,280.0,3,0.8298,Wayne,NJ,USA,40.9491723,-74.2376802,34031.0
63371,4613132.0,HighSchool,2020,1805.0,Levi Wentz,Pine-Richland,Old Dominion,CB,75.0,185.0,3,0.8298,Gibsonia,PA,USA,40.6300671,-79.9695004,42003.0
63372,4613061.0,HighSchool,2020,1806.0,Abdoul Kone,Columbia Sr,UMass,OLB,75.0,200.0,3,0.8298,Maplewood,NJ,USA,40.7312123,-74.2734808,34013.0
63373,4690005.0,HighSchool,2020,1807.0,Rico Dorsey,Presbyterian Christian School,Southern Mississippi,APB,70.0,170.0,3,0.8298,Hattiesburg,MS,USA,31.3271189,-89.2903392,28035.0
63374,4613125.0,HighSchool,2020,1808.0,Bobby Wooden,Dawson,New Mexico,WR,72.0,185.0,3,0.8298,Pearland,TX,USA,29.5639758,-95.2864299,48039.0
63375,4429546.0,HighSchool,2020,1809.0,Colby Dempsey,St. Thomas Aquinas,UAB,CB,70.0,170.0,3,0.8298,West Palm Beach,FL,USA,26.715364,-80.0532942,12099.0
75064,4697753.0,HighSchool,2020,1810.0,Anthony Patt,San Marcos,Arizona,OT,77.0,270.0,3,0.8298,San Marcos,CA,USA,33.1433723,-117.1661449,6073.0
63376,unknown,HighSchool,2020,1811.0,Fiva Tulafale,Waipahu,unknown,ILB,75.0,230.0,3,0.8298,Waipahu,HI,USA,21.3866667,-158.0091667,15003.0
63377,4565696.0,HighSchool,2020,1812.0,Ben Bell,Cedar Park,Louisiana Tech,SDE,74.0,255.0,3,0.8296,Cedar Park,TX,USA,30.5217116,-97.827833,48491.0
63378,4430378.0,HighSchool,2020,1813.0,Quavon Matthews,Largo,Iowa,WR,71.0,165.0,3,0.8296,Largo,FL,USA,27.9094665,-82.7873244,12103.0
63379,4608448.0,HighSchool,2020,1814.0,Michael Leone,Hun School,Rice,OT,77.0,270.0,3,0.8295,Princeton,NJ,USA,40.3492744,-74.6592958,34021.0
63380,4568694.0,HighSchool,2020,1815.0,Daniel Hishaw Jr.,Moore,Kansas,ATH,70.0,207.0,3,0.8294,Moore,OK,USA,35.3395135,-97.4867045,40027.0
75065,4429415.0,HighSchool,2020,1816.0,Mikele Colasurdo,Chapman,Georgia State,PRO,73.0,210.0,3,0.8294,Inman,SC,USA,35.0470617,-82.0901088,45083.0
63382,4597248.0,HighSchool,2020,1817.0,Tailique Williams,Harris County,Georgia State,ATH,69.0,165.0,3,0.8294,Hamilton,GA,USA,32.7579107,-84.8749311,13145.0
63383,4608003.0,HighSchool,2020,1818.0,Onuma Dieke,North Clayton,UMass,WR,76.0,185.0,3,0.8294,Atlanta,GA,USA,33.7490987,-84.3901849,13121.0
63384,4596334.0,HighSchool,2020,1819.0,Keaton Mitchell,Eagles Landing Christian Academy,East Carolina,APB,69.0,170.0,3,0.8293,McDonough,GA,USA,33.4473361,-84.1468616,13151.0
75066,4568700.0,HighSchool,2020,1820.0,Sean O'Keefe,San Saba,Tulsa,ATH,74.0,183.0,3,0.8293,San Saba,TX,USA,31.193638,-98.7222249798665,48411.0
63386,unknown,HighSchool,2020,1821.0,Jerrold Pough,McArthur,unknown,S,72.0,170.0,3,0.8289,Hollywood,FL,USA,26.0112014,-80.1494901,12011.0
63387,unknown,HighSchool,2020,1822.0,Brendon Holmes,Clear Lake,unknown,APB,68.0,175.0,3,0.8288,Houston,TX,USA,29.7589382,-95.3676974,48201.0
63388,4565555.0,HighSchool,2020,1823.0,Kaleo Ballungay,Kimball,UNLV,TE,77.0,238.0,3,0.8288,Tracy,CA,USA,37.7396513,-121.4252227,6077.0
63389,4565649.0,HighSchool,2020,1824.0,Alex Atcavage,IMG Academy,Florida Atlantic,OG,77.0,285.0,3,0.8288,Bradenton,FL,USA,27.4989278,-82.5748194,12081.0
63390,4432227.0,HighSchool,2020,1825.0,Joseph Habinowski,Chaminade-Madonna Prep,Ohio,OT,76.0,306.0,3,0.8288,Hollywood,FL,USA,26.0112014,-80.1494901,12011.0
63391,unknown,HighSchool,2020,1826.0,Jordon Williams,Archbishop Rummel,Prairie View,SDE,72.0,244.0,3,0.8288,Metairie,LA,USA,30.001852,-90.1767149159888,22051.0
63392,unknown,HighSchool,2020,1827.0,Latrell Fordham,Davison,Ball State,ATH,76.0,180.0,3,0.8287,Davison,MI,USA,43.0346872,-83.5180155,26049.0
63393,4592782.0,HighSchool,2020,1828.0,Shedrick Ursery,Champagnat Catholic - Hialeah,Charlotte,S,73.0,170.0,3,0.8287,Hialeah,FL,USA,25.8575963,-80.2781057,12086.0
63394,unknown,HighSchool,2020,1829.0,Nahree Biggins,Hillside,Central Michigan,WR,72.0,170.0,3,0.8287,Hillside,NJ,USA,40.701213,-74.2301459,34039.0
63395,4587976.0,HighSchool,2020,1830.0,Malcolm Britt,Oscar Smith,Old Dominion,OLB,72.0,207.0,3,0.8287,Chesapeake,VA,USA,36.7183708,-76.2466798,51550.0
63396,4431398.0,HighSchool,2020,1831.0,Dylan Downing,Carmel,UNLV,RB,71.4,212.0,3,0.8287,Carmel,IN,USA,39.9788017,-86.1189257,18057.0
63397,4431182.0,HighSchool,2020,1832.0,Bryce Johnson-Maith,St. Frances Academy,Buffalo,WDE,77.0,200.0,3,0.8286,Bethesda,MD,USA,38.9819845,-77.12423413116392,24031.0
63398,unknown,HighSchool,2020,1833.0,Trayvon Rudolph,Crete-Monee,unknown,ATH,71.0,160.0,3,0.8286,Crete,IL,USA,41.4445334,-87.6313829,17197.0
63399,4686305.0,HighSchool,2020,1834.0,Michael West,Christian Brothers College,Kent State,WDE,77.0,210.0,3,0.8286,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
63400,4570736.0,HighSchool,2020,1835.0,Markell Samuel,E E Smith,Appalachian State,WDE,76.0,215.0,3,0.8286,Fayetteville,NC,USA,35.0525759,-78.878292,37051.0
63401,unknown,HighSchool,2020,1836.0,Garrett Schwiebert,Patrick Henry,Toledo,OT,79.0,250.0,3,0.8286,Hamler,OH,USA,41.2292165,-84.0341106,39069.0
63402,4565878.0,HighSchool,2020,1837.0,James Bomba,Bloomington South,Miami (OH),TE,78.0,230.0,3,0.8286,Bloomington,IN,USA,39.1670396,-86.5342881,18105.0
63403,4611329.0,HighSchool,2020,1838.0,Monte Williams,Horn,UT San Antonio,OC,75.0,305.0,3,0.8286,Mesquite,TX,USA,32.7666103,-96.599472,48113.0
63404,4431320.0,HighSchool,2020,1839.0,Trey Phillippi,Montgomery,Rice,OT,77.0,250.0,3,0.8286,Montgomery,TX,USA,30.3882613,-95.6963355,48339.0
63405,unknown,HighSchool,2020,1840.0,Quincy Vaughn,Clarkson Football North,North Dakota,PRO,75.5,225.0,3,0.8286,Mississauga,ON,CAN,unknown,unknown,unknown
63406,4576180.0,HighSchool,2020,1841.0,Rico Small,South,Eastern Michigan,WR,72.0,170.0,3,0.8286,Willoughby,OH,USA,41.6397696,-81.4065011,39085.0
63407,unknown,HighSchool,2020,1842.0,Amore Morrison,Salem,Old Dominion,WDE,76.0,210.0,3,0.8286,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810.0
63408,unknown,HighSchool,2020,1843.0,Brady Martin,Lawrence Academy,Rhode Island,PRO,71.0,188.0,3,0.8282,Leominster,MA,USA,42.5192095,-71.7678956,25027.0
63409,unknown,HighSchool,2020,1844.0,Nicolas Session,East,Oklahoma State,S,72.0,184.0,3,0.8282,Salt Lake City,UT,USA,40.7596198,-111.8867975,49035.0
63410,unknown,HighSchool,2020,1845.0,Ace Kaufusi,Kahuku,BYU,OLB,75.0,190.0,3,0.8282,Kahuku,HI,USA,21.679124,-157.94838,15003.0
63411,4430974.0,HighSchool,2020,1846.0,Tyler Bride,Greater Atlanta Christian School,Georgia Southern,ATH,70.0,172.0,3,0.8282,Norcross,GA,USA,33.9412127,-84.2135309,13135.0
63412,4432465.0,HighSchool,2020,1847.0,Jalen Paxton,Manvel,Tulsa,WR,71.5,166.0,3,0.8282,Manvel,TX,USA,29.4664706,-95.355714,48039.0
63413,4565293.0,HighSchool,2020,1848.0,Marcus Bryant,Cedar Ridge,SMU,OT,78.0,245.0,3,0.8282,Round Rock,TX,USA,30.508235,-97.6788934,48491.0
63414,4431028.0,HighSchool,2020,1849.0,Kaedric Cobbs,Guyer,UT San Antonio,RB,70.0,209.0,3,0.8282,Denton,TX,USA,33.2150386,-97.1330516,48121.0
63415,4689556.0,HighSchool,2020,1850.0,Marcus Smith,Stafford,SMU,OG,75.0,315.0,3,0.8281,Stafford,TX,USA,29.6160671,-95.5577221,48157.0
63416,4431335.0,HighSchool,2020,1851.0,Jaquaez Powell,Southwest Edgecombe,East Carolina,OC,75.0,305.0,3,0.8281,Pinetops,NC,USA,35.7884908,-77.6377521,37065.0
63417,4432382.0,HighSchool,2020,1852.0,Mason Mastrov,Campolindo,SMU,OLB,76.0,213.0,3,0.8281,Moraga,CA,USA,37.834897,-122.12883,6013.0
75067,4575863.0,HighSchool,2020,1853.0,Miles Zietek,Germany,Temple,OT,77.0,262.0,3,0.8281,unknown,unknown,GERM,unknown,unknown,unknown
63419,4566167.0,HighSchool,2020,1854.0,Zach Vaughan,Milton Academy,Wake Forest,OT,78.0,260.0,3,0.8281,Milton,MA,USA,42.2501425,-71.065573,25021.0
63420,4430652.0,HighSchool,2020,1855.0,Frank Poso,Branham,Nevada,OT,77.0,339.0,3,0.8281,San Jose,CA,USA,37.3361905,-121.8905833,6085.0
63421,unknown,HighSchool,2020,1856.0,Raylen Sharpe,Allen,unknown,ATH,68.0,150.0,3,0.8281,Allen,TX,USA,33.1031744,-96.6705503,48085.0
75068,4565893.0,HighSchool,2020,1857.0,Josh Ilaoa,Mallard Creek,Syracuse,DT,75.0,280.0,3,0.8281,Charlotte,NC,USA,35.2272,-80.843083,37119.0
